CUSTOM_NODE,FUEL_TYPE,START_YEAR,END_YEAR,CAPACITY
IDNSG,COA,2032,2032,233
IDNSN,COA,2032,2032,846
IDNSR,COA,2032,2032,60
IDNSS,COA,2032,2032,2283
IDNST,COA,2032,2032,5635
IDNSU,COA,2032,2032,1172
IDNAC,COA,2033,2033,620
IDNBA,COA,2033,2033,45
IDNBB,COA,2033,2033,120
IDNBE,COA,2033,2033,230
IDNBT,COA,2033,2033,3141
IDNGO,COA,2033,2033,136
IDNJA,COA,2033,2033,0
IDNJB,COA,2033,2033,2015
IDNJI,COA,2033,2033,0
IDNJK,COA,2033,2033,280
IDNJT,COA,2033,2033,5002
IDNKB,COA,2033,2033,436
IDNKI,COA,2033,2033,780
IDNKR,COA,2033,2033,145
IDNKS,COA,2033,2033,138
IDNKT,COA,2033,2033,262
IDNKU,COA,2033,2033,22
IDNLA,COA,2033,2033,267
IDNMU,COA,2033,2033,2164
IDNNB,COA,2033,2033,155
IDNNT,COA,2033,2033,128
IDNPA,COA,2033,2033,217
IDNPB,COA,2033,2033,2
IDNRI,COA,2033,2033,67
IDNSA,COA,2033,2033,330
IDNSB,COA,2033,2033,29
IDNSG,COA,2033,2033,233
IDNSN,COA,2033,2033,846
IDNSR,COA,2033,2033,60
IDNSS,COA,2033,2033,2283
IDNST,COA,2033,2033,5635
IDNSU,COA,2033,2033,1172
IDNAC,COA,2034,2034,620
IDNBA,COA,2034,2034,45
IDNBB,COA,2034,2034,120
IDNBE,COA,2034,2034,30
IDNBT,COA,2034,2034,2150
IDNGO,COA,2034,2034,136
IDNJA,COA,2034,2034,0
IDNJB,COA,2034,2034,2015
IDNJI,COA,2034,2034,0
IDNJK,COA,2034,2034,280
IDNJT,COA,2034,2034,5002
IDNKB,COA,2034,2034,386
IDNKI,COA,2034,2034,720
IDNKR,COA,2034,2034,145
IDNKS,COA,2034,2034,0
IDNKT,COA,2034,2034,262
IDNKU,COA,2034,2034,22
IDNLA,COA,2034,2034,267
IDNMU,COA,2034,2034,2164
IDNNB,COA,2034,2034,155
IDNNT,COA,2034,2034,128
IDNPA,COA,2034,2034,217
IDNPB,COA,2034,2034,2
IDNRI,COA,2034,2034,67
IDNSA,COA,2034,2034,330
IDNSB,COA,2034,2034,29
IDNSG,COA,2034,2034,233
IDNSN,COA,2034,2034,846
IDNSR,COA,2034,2034,60
IDNSS,COA,2034,2034,2283
IDNST,COA,2034,2034,5635
IDNSU,COA,2034,2034,972
IDNAC,COA,2035,2035,620
IDNBA,COA,2035,2035,45
IDNBB,COA,2035,2035,120
IDNBE,COA,2035,2035,30
IDNBT,COA,2035,2035,1159
IDNGO,COA,2035,2035,136
IDNJA,COA,2035,2035,0
IDNJB,COA,2035,2035,1953
IDNJI,COA,2035,2035,0
IDNJK,COA,2035,2035,280
IDNJT,COA,2035,2035,5002
IDNKB,COA,2035,2035,386
IDNKI,COA,2035,2035,720
IDNKR,COA,2035,2035,145
IDNKS,COA,2035,2035,0
IDNKT,COA,2035,2035,262
IDNKU,COA,2035,2035,22
IDNLA,COA,2035,2035,267
IDNMU,COA,2035,2035,2164
IDNNB,COA,2035,2035,155
IDNNT,COA,2035,2035,128
IDNPA,COA,2035,2035,217
IDNPB,COA,2035,2035,2
IDNRI,COA,2035,2035,67
IDNSA,COA,2035,2035,330
IDNSB,COA,2035,2035,29
IDNSG,COA,2035,2035,233
IDNSN,COA,2035,2035,846
IDNSR,COA,2035,2035,60
IDNSS,COA,2035,2035,2283
IDNST,COA,2035,2035,5635
IDNSU,COA,2035,2035,972
IDNAC,COA,2036,2036,620
IDNBA,COA,2036,2036,45
IDNBB,COA,2036,2036,120
IDNBE,COA,2036,2036,30
IDNBT,COA,2036,2036,1152
IDNGO,COA,2036,2036,136
IDNJA,COA,2036,2036,0
IDNJB,COA,2036,2036,1953
IDNJI,COA,2036,2036,0
IDNJK,COA,2036,2036,280
IDNJT,COA,2036,2036,5002
IDNKB,COA,2036,2036,386
IDNKI,COA,2036,2036,693
IDNKR,COA,2036,2036,145
IDNKS,COA,2036,2036,0
IDNKT,COA,2036,2036,262
IDNKU,COA,2036,2036,22
IDNLA,COA,2036,2036,267
IDNMU,COA,2036,2036,2164
IDNNB,COA,2036,2036,155
IDNNT,COA,2036,2036,128
IDNPA,COA,2036,2036,217
IDNPB,COA,2036,2036,2
IDNRI,COA,2036,2036,67
IDNSA,COA,2036,2036,330
IDNSB,COA,2036,2036,29
IDNSG,COA,2036,2036,233
IDNSN,COA,2036,2036,846
IDNSR,COA,2036,2036,60
IDNSS,COA,2036,2036,2283
IDNST,COA,2036,2036,5635
IDNSU,COA,2036,2036,972
IDNAC,COA,2037,2037,620
IDNBA,COA,2037,2037,45
IDNBB,COA,2037,2037,120
IDNBE,COA,2037,2037,30
IDNBT,COA,2037,2037,1152
IDNGO,COA,2037,2037,136
IDNJA,COA,2037,2037,0
IDNJB,COA,2037,2037,1894
IDNJI,COA,2037,2037,0
IDNJK,COA,2037,2037,280
IDNJT,COA,2037,2037,3409
IDNKB,COA,2037,2037,377
IDNKI,COA,2037,2037,664
IDNKR,COA,2037,2037,145
IDNKS,COA,2037,2037,0
IDNKT,COA,2037,2037,262
IDNKU,COA,2037,2037,22
IDNLA,COA,2037,2037,267
IDNMU,COA,2037,2037,2164
IDNNB,COA,2037,2037,155
IDNNT,COA,2037,2037,124
IDNPA,COA,2037,2037,217
IDNPB,COA,2037,2037,2
IDNRI,COA,2037,2037,67
IDNSA,COA,2037,2037,330
IDNSB,COA,2037,2037,29
IDNSG,COA,2037,2037,233
IDNSN,COA,2037,2037,846
IDNSR,COA,2037,2037,60
IDNSS,COA,2037,2037,2283
IDNST,COA,2037,2037,5361
IDNSU,COA,2037,2037,958
IDNAC,COA,2038,2038,620
IDNBA,COA,2038,2038,45
IDNBB,COA,2038,2038,120
IDNBE,COA,2038,2038,30
IDNBT,COA,2038,2038,1152
IDNGO,COA,2038,2038,136
IDNJA,COA,2038,2038,0
IDNJB,COA,2038,2038,1845
IDNJI,COA,2038,2038,0
IDNJK,COA,2038,2038,280
IDNJT,COA,2038,2038,3409
IDNKB,COA,2038,2038,377
IDNKI,COA,2038,2038,629
IDNKR,COA,2038,2038,145
IDNKS,COA,2038,2038,0
IDNKT,COA,2038,2038,262
IDNKU,COA,2038,2038,22
IDNLA,COA,2038,2038,267
IDNMU,COA,2038,2038,2164
IDNNB,COA,2038,2038,155
IDNNT,COA,2038,2038,124
IDNPA,COA,2038,2038,217
IDNPB,COA,2038,2038,2
IDNRI,COA,2038,2038,67
IDNSA,COA,2038,2038,330
IDNSB,COA,2038,2038,29
IDNSG,COA,2038,2038,233
IDNSN,COA,2038,2038,846
IDNSR,COA,2038,2038,60
IDNSS,COA,2038,2038,2283
IDNST,COA,2038,2038,5087
IDNSU,COA,2038,2038,958
IDNAC,COA,2039,2039,620
IDNBA,COA,2039,2039,45
IDNBB,COA,2039,2039,120
IDNBE,COA,2039,2039,30
IDNBT,COA,2039,2039,1152
IDNGO,COA,2039,2039,136
IDNJA,COA,2039,2039,0
IDNJB,COA,2039,2039,1845
IDNJI,COA,2039,2039,0
IDNJK,COA,2039,2039,280
IDNJT,COA,2039,2039,3409
IDNKB,COA,2039,2039,377
IDNKI,COA,2039,2039,533
IDNKR,COA,2039,2039,145
IDNKS,COA,2039,2039,0
IDNKT,COA,2039,2039,262
IDNKU,COA,2039,2039,22
IDNLA,COA,2039,2039,267
IDNMU,COA,2039,2039,2164
IDNNB,COA,2039,2039,155
IDNNT,COA,2039,2039,124
IDNPA,COA,2039,2039,217
IDNPB,COA,2039,2039,2
IDNRI,COA,2039,2039,67
IDNSA,COA,2039,2039,330
IDNSB,COA,2039,2039,29
IDNSG,COA,2039,2039,233
IDNSN,COA,2039,2039,846
IDNSR,COA,2039,2039,60
IDNSS,COA,2039,2039,2200
IDNST,COA,2039,2039,5087
IDNSU,COA,2039,2039,733
IDNAC,COA,2040,2040,605
IDNBA,COA,2040,2040,45
IDNBB,COA,2040,2040,120
IDNBE,COA,2040,2040,30
IDNBT,COA,2040,2040,818
IDNGO,COA,2040,2040,136
IDNJA,COA,2040,2040,0
IDNJB,COA,2040,2040,1839
IDNJI,COA,2040,2040,0
IDNJK,COA,2040,2040,280
IDNJT,COA,2040,2040,3409
IDNKB,COA,2040,2040,277
IDNKI,COA,2040,2040,514
IDNKR,COA,2040,2040,145
IDNKS,COA,2040,2040,0
IDNKT,COA,2040,2040,62
IDNKU,COA,2040,2040,22
IDNLA,COA,2040,2040,267
IDNMU,COA,2040,2040,2164
IDNNB,COA,2040,2040,155
IDNNT,COA,2040,2040,124
IDNPA,COA,2040,2040,217
IDNPB,COA,2040,2040,2
IDNRI,COA,2040,2040,36
IDNSA,COA,2040,2040,319
IDNSB,COA,2040,2040,29
IDNSG,COA,2040,2040,233
IDNSN,COA,2040,2040,846
IDNSR,COA,2040,2040,60
IDNSS,COA,2040,2040,2200
IDNST,COA,2040,2040,5087
IDNSU,COA,2040,2040,720
IDNAC,COA,2041,2041,605
IDNBA,COA,2041,2041,45
IDNBB,COA,2041,2041,120
IDNBE,COA,2041,2041,30
IDNBT,COA,2041,2041,483
IDNGO,COA,2041,2041,136
IDNJA,COA,2041,2041,0
IDNJB,COA,2041,2041,1452
IDNJI,COA,2041,2041,0
IDNJK,COA,2041,2041,280
IDNJT,COA,2041,2041,3409
IDNKB,COA,2041,2041,177
IDNKI,COA,2041,2041,514
IDNKR,COA,2041,2041,145
IDNKS,COA,2041,2041,0
IDNKT,COA,2041,2041,62
IDNKU,COA,2041,2041,22
IDNLA,COA,2041,2041,267
IDNMU,COA,2041,2041,2164
IDNNB,COA,2041,2041,155
IDNNT,COA,2041,2041,124
IDNPA,COA,2041,2041,217
IDNPB,COA,2041,2041,2
IDNRI,COA,2041,2041,27
IDNSA,COA,2041,2041,319
IDNSB,COA,2041,2041,29
IDNSG,COA,2041,2041,233
IDNSN,COA,2041,2041,846
IDNSR,COA,2041,2041,60
IDNSS,COA,2041,2041,1900
IDNST,COA,2041,2041,5087
IDNSU,COA,2041,2041,720
IDNAC,COA,2042,2042,605
IDNBA,COA,2042,2042,45
IDNBB,COA,2042,2042,120
IDNBE,COA,2042,2042,30
IDNBT,COA,2042,2042,0
IDNGO,COA,2042,2042,136
IDNJA,COA,2042,2042,0
IDNJB,COA,2042,2042,804
IDNJI,COA,2042,2042,0
IDNJK,COA,2042,2042,280
IDNJT,COA,2042,2042,2451
IDNKB,COA,2042,2042,177
IDNKI,COA,2042,2042,498
IDNKR,COA,2042,2042,145
IDNKS,COA,2042,2042,0
IDNKT,COA,2042,2042,49
IDNKU,COA,2042,2042,22
IDNLA,COA,2042,2042,267
IDNMU,COA,2042,2042,2164
IDNNB,COA,2042,2042,155
IDNNT,COA,2042,2042,101
IDNPA,COA,2042,2042,217
IDNPB,COA,2042,2042,2
IDNRI,COA,2042,2042,27
IDNSA,COA,2042,2042,319
IDNSB,COA,2042,2042,29
IDNSG,COA,2042,2042,203
IDNSN,COA,2042,2042,626
IDNSR,COA,2042,2042,60
IDNSS,COA,2042,2042,1645
IDNST,COA,2042,2042,5087
IDNSU,COA,2042,2042,720
IDNAC,COA,2043,2043,605
IDNBA,COA,2043,2043,45
IDNBB,COA,2043,2043,120
IDNBE,COA,2043,2043,30
IDNBT,COA,2043,2043,0
IDNGO,COA,2043,2043,136
IDNJA,COA,2043,2043,0
IDNJB,COA,2043,2043,157
IDNJI,COA,2043,2043,0
IDNJK,COA,2043,2043,280
IDNJT,COA,2043,2043,1802
IDNKB,COA,2043,2043,177
IDNKI,COA,2043,2043,498
IDNKR,COA,2043,2043,145
IDNKS,COA,2043,2043,0
IDNKT,COA,2043,2043,49
IDNKU,COA,2043,2043,22
IDNLA,COA,2043,2043,267
IDNMU,COA,2043,2043,2164
IDNNB,COA,2043,2043,93
IDNNT,COA,2043,2043,101
IDNPA,COA,2043,2043,217
IDNPB,COA,2043,2043,2
IDNRI,COA,2043,2043,0
IDNSA,COA,2043,2043,220
IDNSB,COA,2043,2043,29
IDNSG,COA,2043,2043,188
IDNSN,COA,2043,2043,564
IDNSR,COA,2043,2043,60
IDNSS,COA,2043,2043,1628
IDNST,COA,2043,2043,5087
IDNSU,COA,2043,2043,720
IDNAC,COA,2044,2044,502
IDNBA,COA,2044,2044,45
IDNBB,COA,2044,2044,120
IDNBE,COA,2044,2044,30
IDNBT,COA,2044,2044,0
IDNGO,COA,2044,2044,0
IDNJA,COA,2044,2044,0
IDNJB,COA,2044,2044,0
IDNJI,COA,2044,2044,0
IDNJK,COA,2044,2044,280
IDNJT,COA,2044,2044,1802
IDNKB,COA,2044,2044,159
IDNKI,COA,2044,2044,471
IDNKR,COA,2044,2044,145
IDNKS,COA,2044,2044,0
IDNKT,COA,2044,2044,49
IDNKU,COA,2044,2044,22
IDNLA,COA,2044,2044,267
IDNMU,COA,2044,2044,2164
IDNNB,COA,2044,2044,93
IDNNT,COA,2044,2044,101
IDNPA,COA,2044,2044,217
IDNPB,COA,2044,2044,2
IDNRI,COA,2044,2044,0
IDNSA,COA,2044,2044,220
IDNSB,COA,2044,2044,0
IDNSG,COA,2044,2044,173
IDNSN,COA,2044,2044,414
IDNSR,COA,2044,2044,60
IDNSS,COA,2044,2044,1615
IDNST,COA,2044,2044,5087
IDNSU,COA,2044,2044,720
IDNAC,COA,2045,2045,400
IDNBA,COA,2045,2045,45
IDNBB,COA,2045,2045,43
IDNBE,COA,2045,2045,30
IDNBT,COA,2045,2045,0
IDNGO,COA,2045,2045,0
IDNJA,COA,2045,2045,0
IDNJB,COA,2045,2045,0
IDNJI,COA,2045,2045,0
IDNJK,COA,2045,2045,280
IDNJT,COA,2045,2045,1802
IDNKB,COA,2045,2045,159
IDNKI,COA,2045,2045,355
IDNKR,COA,2045,2045,145
IDNKS,COA,2045,2045,0
IDNKT,COA,2045,2045,49
IDNKU,COA,2045,2045,22
IDNLA,COA,2045,2045,0
IDNMU,COA,2045,2045,2164
IDNNB,COA,2045,2045,62
IDNNT,COA,2045,2045,101
IDNPA,COA,2045,2045,109
IDNPB,COA,2045,2045,2
IDNRI,COA,2045,2045,0
IDNSA,COA,2045,2045,220
IDNSB,COA,2045,2045,0
IDNSG,COA,2045,2045,173
IDNSN,COA,2045,2045,414
IDNSR,COA,2045,2045,60
IDNSS,COA,2045,2045,1615
IDNST,COA,2045,2045,5087
IDNSU,COA,2045,2045,505
IDNAC,COA,2046,2046,400
IDNBA,COA,2046,2046,0
IDNBB,COA,2046,2046,43
IDNBE,COA,2046,2046,30
IDNBT,COA,2046,2046,0
IDNGO,COA,2046,2046,0
IDNJA,COA,2046,2046,0
IDNJB,COA,2046,2046,0
IDNJI,COA,2046,2046,0
IDNJK,COA,2046,2046,280
IDNJT,COA,2046,2046,1478
IDNKB,COA,2046,2046,135
IDNKI,COA,2046,2046,355
IDNKR,COA,2046,2046,145
IDNKS,COA,2046,2046,0
IDNKT,COA,2046,2046,0
IDNKU,COA,2046,2046,22
IDNLA,COA,2046,2046,0
IDNMU,COA,2046,2046,2164
IDNNB,COA,2046,2046,62
IDNNT,COA,2046,2046,101
IDNPA,COA,2046,2046,0
IDNPB,COA,2046,2046,2
IDNRI,COA,2046,2046,0
IDNSA,COA,2046,2046,220
IDNSB,COA,2046,2046,0
IDNSG,COA,2046,2046,152
IDNSN,COA,2046,2046,414
IDNSR,COA,2046,2046,60
IDNSS,COA,2046,2046,1047
IDNST,COA,2046,2046,5087
IDNSU,COA,2046,2046,290
IDNAC,COA,2047,2047,400
IDNBA,COA,2047,2047,0
IDNBB,COA,2047,2047,0
IDNBE,COA,2047,2047,30
IDNBT,COA,2047,2047,0
IDNGO,COA,2047,2047,0
IDNJA,COA,2047,2047,0
IDNJB,COA,2047,2047,0
IDNJI,COA,2047,2047,0
IDNJK,COA,2047,2047,280
IDNJT,COA,2047,2047,1154
IDNKB,COA,2047,2047,36
IDNKI,COA,2047,2047,355
IDNKR,COA,2047,2047,145
IDNKS,COA,2047,2047,0
IDNKT,COA,2047,2047,0
IDNKU,COA,2047,2047,22
IDNLA,COA,2047,2047,0
IDNMU,COA,2047,2047,2152
IDNNB,COA,2047,2047,62
IDNNT,COA,2047,2047,101
IDNPA,COA,2047,2047,0
IDNPB,COA,2047,2047,0
IDNRI,COA,2047,2047,0
IDNSA,COA,2047,2047,220
IDNSB,COA,2047,2047,0
IDNSG,COA,2047,2047,152
IDNSN,COA,2047,2047,414
IDNSR,COA,2047,2047,60
IDNSS,COA,2047,2047,750
IDNST,COA,2047,2047,4430
IDNSU,COA,2047,2047,290
IDNAC,COA,2048,2048,400
IDNBA,COA,2048,2048,0
IDNBB,COA,2048,2048,0
IDNBE,COA,2048,2048,30
IDNBT,COA,2048,2048,0
IDNGO,COA,2048,2048,0
IDNJA,COA,2048,2048,0
IDNJB,COA,2048,2048,0
IDNJI,COA,2048,2048,0
IDNJK,COA,2048,2048,280
IDNJT,COA,2048,2048,1154
IDNKB,COA,2048,2048,36
IDNKI,COA,2048,2048,0
IDNKR,COA,2048,2048,145
IDNKS,COA,2048,2048,0
IDNKT,COA,2048,2048,0
IDNKU,COA,2048,2048,22
IDNLA,COA,2048,2048,0
IDNMU,COA,2048,2048,2150
IDNNB,COA,2048,2048,0
IDNNT,COA,2048,2048,50
IDNPA,COA,2048,2048,0
IDNPB,COA,2048,2048,0
IDNRI,COA,2048,2048,0
IDNSA,COA,2048,2048,220
IDNSB,COA,2048,2048,0
IDNSG,COA,2048,2048,152
IDNSN,COA,2048,2048,326
IDNSR,COA,2048,2048,60
IDNSS,COA,2048,2048,750
IDNST,COA,2048,2048,4430
IDNSU,COA,2048,2048,261
IDNAC,COA,2049,2049,400
IDNBA,COA,2049,2049,0
IDNBB,COA,2049,2049,0
IDNBE,COA,2049,2049,30
IDNBT,COA,2049,2049,0
IDNGO,COA,2049,2049,0
IDNJA,COA,2049,2049,0
IDNJB,COA,2049,2049,0
IDNJI,COA,2049,2049,0
IDNJK,COA,2049,2049,280
IDNJT,COA,2049,2049,1154
IDNKB,COA,2049,2049,0
IDNKI,COA,2049,2049,0
IDNKR,COA,2049,2049,145
IDNKS,COA,2049,2049,0
IDNKT,COA,2049,2049,0
IDNKU,COA,2049,2049,22
IDNLA,COA,2049,2049,0
IDNMU,COA,2049,2049,2150
IDNNB,COA,2049,2049,0
IDNNT,COA,2049,2049,50
IDNPA,COA,2049,2049,0
IDNPB,COA,2049,2049,0
IDNRI,COA,2049,2049,0
IDNSA,COA,2049,2049,220
IDNSB,COA,2049,2049,0
IDNSG,COA,2049,2049,152
IDNSN,COA,2049,2049,0
IDNSR,COA,2049,2049,60
IDNSS,COA,2049,2049,750
IDNST,COA,2049,2049,4430
IDNSU,COA,2049,2049,261
IDNAC,COA,2050,2050,400
IDNBA,COA,2050,2050,0
IDNBB,COA,2050,2050,0
IDNBE,COA,2050,2050,0
IDNBT,COA,2050,2050,0
IDNGO,COA,2050,2050,0
IDNJA,COA,2050,2050,0
IDNJB,COA,2050,2050,0
IDNJI,COA,2050,2050,0
IDNJK,COA,2050,2050,280
IDNJT,COA,2050,2050,662
IDNKB,COA,2050,2050,0
IDNKI,COA,2050,2050,0
IDNKR,COA,2050,2050,145
IDNKS,COA,2050,2050,0
IDNKT,COA,2050,2050,0
IDNKU,COA,2050,2050,22
IDNLA,COA,2050,2050,0
IDNMU,COA,2050,2050,2150
IDNNB,COA,2050,2050,0
IDNNT,COA,2050,2050,50
IDNPA,COA,2050,2050,0
IDNPB,COA,2050,2050,0
IDNRI,COA,2050,2050,0
IDNSA,COA,2050,2050,220
IDNSB,COA,2050,2050,0
IDNSG,COA,2050,2050,0
IDNSN,COA,2050,2050,0
IDNSR,COA,2050,2050,60
IDNSS,COA,2050,2050,750
IDNST,COA,2050,2050,4430
IDNSU,COA,2050,2050,0
BRNXX,OCG,2012,2042,221.0047588
BRNXX,OCG,2015,2045,102
BRNXX,COA,2019,2049,220
BRNXX,OCG,2008,2038,110
BRNXX,OCG,1995,2025,114.994346
KHMXX,HYD,2011,2111,194
KHMXX,SPV,2021,2051,60
KHMXX,COA,2014,2044,250
KHMXX,COA,2014,2044,1105
KHMXX,OIL,1998,2028,5
KHMXX,COA,2021,2051,50
KHMXX,SPV,2022,2052,60
KHMXX,SPV,2020,2050,60
KHMXX,HYD,2014,2114,246
KHMXX,BIO,2014,2044,2
KHMXX,WAS,2014,2044,23.2
KHMXX,SPV,2019,2049,9.8
KHMXX,HYD,2002,2102,12
KHMXX,SPV,2020,2050,100
KHMXX,SPV,2020,2050,30
KHMXX,SPV,2020,2050,39
KHMXX,HYD,2013,2113,120
KHMXX,SPV,2020,2050,60
KHMXX,OIL,2005,2035,30
KHMXX,OIL,1996,2026,18.6
KHMXX,SPV,2022,2052,46
KHMXX,SPV,2022,2052,10
KHMXX,SPV,2022,2052,20
KHMXX,WAS,2014,2044,2
KHMXX,HYD,2013,2113,338
KHMXX,HYD,2015,2115,246
KHMXX,HYD,2013,2113,120
KHMXX,HYD,2017,2117,400
LAOSO,HYD,1999,2099,152
LAOSO,HYD,2021,2121,160
LAOSO,HYD,2016,2116,322
LAONO,HYD,2018,2118,168
LAOCE,HYD,2020,2120,1070
LAOCE,HYD,1998,2098,440
LAOCE,HYD,2019,2119,290
LAOCE,HYD,2022,2122,650
LAOSO,HYD,2019,2119,260
LAOSO,HYD,2019,2119,410
LAOCE,HYD,2019,2119,44
LAOSO,HYD,2019,2119,14.8
LAOSO,HYD,2019,2119,15
LAOCE,HYD,2019,2119,9.36
LAONO,HYD,2019,2119,5
LAONO,HYD,2019,2119,14.5
LAOCE,HYD,2019,2119,5
LAOCE,HYD,2019,2119,14
LAOCE,HYD,2000,2100,60
LAOCE,HYD,2011,2111,40
LAONO,COA,2015,2045,1878
LAOCE,HYD,2019,2119,19.2
LAONO,HYD,2012,2112,120
LAONO,HYD,2015,2115,130
LAONO,HYD,2020,2120,210
LAONO,HYD,2019,2119,180
LAONO,HYD,2015,2115,120
LAONO,HYD,2020,2120,132
LAONO,HYD,2016,2116,240
LAONO,HYD,2016,2116,180
LAONO,HYD,2021,2121,210
LAONO,HYD,2019,2119,1285
LAOSO,HYD,2009,2109,76
LAOSO,HYD,2013,2113,250
LAOSO,HYD,2015,2115,88
LAOCE,HYD,2010,2110,100
LAOCE,HYD,1971,2071,275
LAOCE,HYD,2013,2113,615
LAOCE,HYD,2015,2115,180
LAOCE,HYD,2017,2117,86
LAOCE,HYD,2018,2118,104
MYSSO,CCG,1991,2021,660.3628562
MYSSO,OCG,1994,2024,350.373398
MYSEA,HYD,1997,2097,600
MYSCE,OCG,1993,2023,270
MYSCE,COA,1988,2018,1600
MYSCE,OCG,1996,2026,720
MYSCE,OCG,2016,2046,375
MYSCE,CCG,2000,2030,2420
MYSCE,SPV,2020,2050,50
MYSCE,SPV,2020,2050,19
MYSCE,SPV,2020,2050,5
MYSCE,SPV,2018,2048,50
MYSCE,OCG,1985,2015,564
MYSEA,SPV,2019,2049,66
MYSEA,SPV,2022,2052,116
MYSSO,COA,2006,2036,3100
MYSSO,SPV,2020,2050,2
MYSSO,OCG,2021,2051,1440
MYSSO,OCG,2017,2047,1900
MYSSO,SPV,2020,2050,31
MYSSO,SPV,2019,2049,29
MYSNO,OCG,1996,2026,220
MYSNO,SPV,2020,2050,50
MYSNO,SPV,2018,2048,65
MYSNO,SPV,2019,2049,50
MYSNO,SPV,2022,2052,45
MYSNO,SPV,2020,2050,30
MYSNO,SPV,2018,2048,29
MYSCE,OCG,1999,2029,322
MYSCE,SPV,2019,2049,65
MYSCE,OCG,2008,2038,150
MYSCE,OCG,1995,2025,440
MYSCE,SPV,2020,2050,8
MYSCE,OCG,2021,2051,2242.2
MYSCE,OCG,2002,2032,720
MYSCE,OCG,2005,2035,1500
MYSCE,COA,2009,2039,3400
MYSCE,SPV,2020,2050,3
MYSCE,SPV,2020,2050,10.2
MYSCE,SPV,2020,2050,5.3
MYSCE,SPV,2020,2050,13
MYSEA,OCG,2003,2033,1422
MYSEA,OCG,2001,2031,310
MYSEA,SPV,2018,2048,20
MYSNO,SPV,2019,2049,38
MYSNO,SPV,2019,2049,61
MYSNO,OCG,2001,2031,640
MYSNO,COA,2002,2032,4100
MYSNO,OCG,1996,2026,1304
MYSSH,BIO,2008,2038,12
MYSNO,SPV,2020,2050,47
MYSNO,SPV,2019,2049,49
MYSNO,OCG,2003,2033,650
MYSNO,SPV,2020,2050,6
MYSNO,SPV,2020,2050,30
MYSSH,OCG,2007,2037,380
MYSSH,OCG,2006,2036,113.8
MYSSH,OCG,2014,2044,385
MYSSH,SPV,2020,2050,50
MYSNO,HYD,1999,2099,54
MYSSH,OIL,2005,2035,64
MYSSH,OCG,1992,2022,112
MYSSK,COA,2009,2039,270
MYSSK,COA,1997,2027,210
MYSSK,OCG,1972,2002,104
MYSSK,COA,2019,2049,600
MYSSK,OCG,2010,2040,1159
MYSCE,OIL,1993,2023,407.587618
MYSNO,OCG,1999,2029,97.02647945
MYSNO,HYD,2016,2116,372
MYSNO,HYD,1977,2077,348
MYSNO,HYD,1984,2084,120
MYSNO,HYD,1963,2063,100
MYSNO,HYD,1982,2082,71.08280255
MYSNO,HYD,1963,2063,104.156051
MYSNO,HYD,1930,2030,39.98407643
MYSNO,HYD,1967,2067,300
MYSSH,HYD,1984,2084,75
MYSSH,OIL,1995,2025,46.31677477
MYSSH,OIL,1999,2029,31.49540685
MYSSH,OIL,1990,2020,70.40149765
MYSSH,OIL,1998,2028,55.58012973
MYSSH,OIL,1999,2029,66.69615567
MYSSK,HYD,1985,2085,108
MYSSK,OCG,1991,2021,472.5548907
MYSSK,COA,1997,2027,193.6067609
MYSSK,HYD,2013,2113,944
MYSEA,HYD,1985,2085,400
MYSEA,HYD,2015,2115,265
MYSEA,OCG,1991,2021,1724.016797
MYSEA,OCG,1999,2029,194.0529589
MMRCE,OCG,1982,2012,70.8832336
MMRCE,HYD,2011,2111,75
MMRNO,HYD,2011,2111,240
MMRNO,HYD,2013,2113,99
MMRCE,HYD,2001,2101,144.9255978
MMRCE,HYD,1960,2060,168
MMRSO,HYD,2013,2113,120
MMRCE,HYD,2004,2104,75
MMRCE,CCG,2015,2045,102
MMRCE,HYD,2010,2110,790
MMRSO,CCG,2018,2048,34.7
MMRCE,HYD,2011,2111,60
MMRCE,HYD,2012,2112,74
MMRCE,HYD,2017,2117,65
MMRCE,HYD,2007,2107,25
MMRCE,HYD,2000,2100,20
MMRSO,HYD,2008,2108,30
MMRSO,COA,2018,2048,30
MMRCE,OCG,2014,2044,230
MMRCE,HYD,1989,2089,25
MMRCE,OCG,2018,2048,225
MMRCE,SPV,2021,2051,30
MMRCE,SPV,2019,2049,50
MMRCE,CCG,1974,2004,54.3
MMRCE,CCG,1978,2008,36.9
MMRSO,OCG,2019,2049,119
MMRSO,COA,2017,2047,45
MMRSO,CCG,2017,2047,230
MMRSO,COA,2017,2047,40
MMRCE,OCG,2022,2052,135
MMRNO,HYD,1985,2085,56
MMRNO,HYD,2002,2102,30
MMRCE,COA,2004,2034,120
MMRCE,HYD,2008,2108,54
MMRSO,OCG,2013,2043,272.54
MMRSO,OCG,1995,2025,154.2
MMRSO,OCG,2004,2034,290
MMRSO,OCG,1997,2027,198
MMRSO,OCG,2016,2046,50
MMRCE,HYD,2005,2105,280
MMRCE,HYD,2015,2115,140
MMRCE,HYD,1998,2098,12
MMRCE,HYD,1998,2098,29.61783439
MMRCE,HYD,2008,2108,600
PHLLU,BIO,2018,2048,31
PHLVI,BIO,2019,2049,48
PHLVI,BIO,2015,2045,46
PHLVI,BIO,2013,2043,8.3
PHLMI,BIO,2013,2043,15
PHLLU,CCG,2016,2046,100
PHLVI,COA,1981,2011,98.46286696
